JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
F01425	2014-F02	Flock 1d-10	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01426	2014-F02	Flock 1d-11	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01427	2014-F02	Flock 1d-12	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01428	2014-F02	Flock 1d-13	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01429	2014-F02	Flock 1d-14	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01430	2014-F02	Flock 1d-15	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01431	2014-F02	Flock 1d-16	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01432	2014-F02	Flock 1d-17	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01433	2014-F02	Flock 1d-18	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01434	2014-F02	Flock 1d-19	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01435	2014-F02	Flock 1d-20	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01436	2014-F02	Flock 1d-21	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01437	2014-F02	Flock 1d-22	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01438	2014-F02	Flock 1d-23	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01439	2014-F02	Flock 1d-24	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01440	2014-F02	Flock 1d-25	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01441	2014-F02	Flock 1d-26	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01442	2014-F02	GOMX-2	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	GOMX		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01446	2015-F01	Mexsat-1 Centenario	2015 May 16	2015 May 16	2015 May 16	2015 May 16	-	Solidaridad		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	-
F01448	2015-F02	Dragon CRS-7	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Dragon		-	-	B	SS	N	Hawthorne	-	-	-					-	0	0	0.00	-
F01451	2015-F02	Flock 1f-1	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Flock-1/I	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01452	2015-F02	Flock 1f-2	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Flock-1/I	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01453	2015-F02	Flock 1f-3	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Flock-1/I	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01454	2015-F02	Flock 1f-4	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Flock-1/I	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01455	2015-F02	Flock 1f-5	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Flock-1/I	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01456	2015-F02	Flock 1f-6	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Flock-1/I	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01457	2015-F02	Flock 1f-7	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Flock-1/I	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01458	2015-F02	Flock 1f-8	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	Flock-1/I	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01461	1960-F15	SOCTOP 3	1960 Oct 26	1960 Oct 26	1960 Oct 26	1960 Oct 26	-	AFTRACK		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01462	1961-F02	SOCTOP 5	1961 Mar 30	1961 Mar 30	1961 Mar 30	1961 Mar 30	-	AFTRACK		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01463	1961-F08	SOCTOP 8	1961 Aug  4	1961 Aug  4	1961 Aug  4	1961 Aug  4	-	AFTRACK		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01464	1961-F08	TAKI	1961 Aug  4	1961 Aug  4	1961 Aug  4	1961 Aug  4	-	AFTRACK		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01465	1962-F01	TAKI	1962 Jan 13	1962 Jan 13	1962 Jan 13	1962 Jan 13	-	AFTRACK		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01466	1963-F02	VINO 2	1963 Feb 28	1963 Feb 28	1963 Feb 28	1963 Feb 28	-	AFTRACK		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01468	2015-F03	HiakaSat	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	UHI		-	-	A	IMG	N	-	-	-	-					-	0	0	0.00	-
F01469	2015-F03	Argus	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	SLU		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01470	2015-F03	PrintSat	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	MSU		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01471	2015-F03	Tecsat-1	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	INFOCUS		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01472	2015-F03	STACEM	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	USU		-	-	A	IMG	N	-	-	-	-					-	0	0	0.00	-
F01473	2015-F03	EDSN 1	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Ames		-	-	C	TECH/SCI	N	-	-	-	-					-	0	0	0.00	-
F01474	2015-F03	EDSN 2	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Ames		-	-	C	TECH/SCI	N	-	-	-	-					-	0	0	0.00	-
F01475	2015-F03	EDSN 3	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Ames		-	-	C	TECH/SCI	N	-	-	-	-					-	0	0	0.00	-
F01476	2015-F03	EDSN 4	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Ames		-	-	C	TECH/SCI	N	-	-	-	-					-	0	0	0.00	-
F01477	2015-F03	EDSN 5	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Ames		-	-	C	TECH/SCI	N	-	-	-	-					-	0	0	0.00	-
F01478	2015-F03	EDSN 6	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Ames		-	-	C	TECH/SCI	N	-	-	-	-					-	0	0	0.00	-
F01479	2015-F03	EDSN 7	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Ames		-	-	C	TECH/SCI	N	-	-	-	-					-	0	0	0.00	-
F01480	2015-F03	EDSN 8	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Ames		-	-	C	TECH/SCI	N	-	-	-	-					-	0	0	0.00	-
F01482	2016-F01	Gao Fen 10	2016 Aug 31	2016 Aug 31	2016 Aug 31	2016 Aug 31	-	JB-12		-	-	D	IMG	N	-	-	-	-					-	0	0	0.00	-
F01484	2016-F02	Progress MS-04	2016 Dec  1	2016 Dec  1	2016 Dec  1	2016 Dec  1	-	Progress MS		-	-	C	SS	N	-	-	-	-					-	0	0	0.00	-
F01486	2017-F01	TRICOM-1	2017 Jan 14	2017 Jan 14	2017 Jan 14	2017 Jan 14	-	Tokyo		-	-	A	COM	N	-	-	-	-					-	0	0	0.00	-
F01488	2015-F03	Elysium Star 1	2015 Nov  4	2015 Nov  4	2015 Nov  4	2015 Nov  4	-	Elysium		-	-	B	MISC	N	-	-	-	-					-	0	0	0.00	-
F01490	2017-F02	It's A Test	2017 May 25	2017 May 25	2017 May 25	2017 May 25	-	RocketLab		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01493	2017-F03	Shi Jian 18	2017 Jul  2	2017 Jul  2	2017 Jul  2	2017 Jul  2	-	SJ GEO		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	-
F01494	2015-F02	IDA-1	2015 Jun 28	2015 Jun 28	2015 Jun 28	2015 Jun 28	-	IDA		-	-	C	SS	N	-	-	[US]	-					-	0	0	0.00	-
F01505	2017-F05	Meteor-M No. 2-1	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Meteor-M		-	-	C	MET	N	-	-	-	-					-	0	0	0.00	-
F01506	2017-F05	LEO Vantage 2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Vantage		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01507	2017-F05	Baumanets-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Baumanets		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01508	2017-F05	IDEA-OSG 1	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Astroscale		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01509	2017-F05	Landmapper-BC 3	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Landmapper		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01510	2017-F05	Helios Wire BIU	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Sirion		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01511	2017-F05	AISSAT-3	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	NORSAT		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	-
F01512	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01513	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01514	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01515	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01516	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01517	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01518	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01519	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01520	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01521	2017-F05	Lemur-2	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	Spire		-	-	B	COM/MET-RO	N	-	-	-	-					-	0	0	0.00	-
F01522	2017-F05	SEAM	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	KTH		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01523	2017-F05	D-Star One	2017 Nov 28	2017 Nov 28	2017 Nov 28	2017 Nov 28	-	GOS		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01524	2017-F02	Humanity Star	2017 May 25	2017 May 25	2017 May 25	2017 May 25	-	Beck Star		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01526	2018-F01	Soyuz MS-10	2018 Oct 11	2018 Oct 11	2018 Oct 11	2018 Oct 11	-	Soyuz MS		-	-	C	SS	N	-	-	-	-					-	0	0	0.00	-
F01530	2018-F02	Weilai	2018 Oct 27	2018 Oct 27	2018 Oct 27	2018 Oct 27	-	MinoSpace		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01532	2019-F01	Payam	2019 Jan 15	2019 Jan 15	2019 Jan 15	2019 Jan 15	-	Iran		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01533	2019-F02	Dousti	2019 Feb  5	2019 Feb  5	2019 Feb  5	2019 Feb  5	-	Iran		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	-
F01537	2019-F03	Lingque 1B xing	2019 Mar 27	2019 Mar 27	2019 Mar 27	2019 Mar 27	-	Lingque		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01539	2019-F04	Yaogan 33-01	2019 May 22	2019 May 22	2019 May 22	2019 May 22	-	JB-12		-	-	D	IMG-R	N	-	-	-	-					-	0	0	0.00	-
F01546	2019-F05	FalconEye 1	2019 Jul 11	2019 Jul 11	2019 Jul 11	2019 Jul 11	-	FalconEye		-	-	D	IMG	N	-	-	-	-					-	0	0	0.00	-
F01548	2020-F01	Zafar	2020 Feb  9	2020 Feb  9	2020 Feb  9	2020 Feb  9	-	Iran		-	-	C	IMG	N	-	-	-	-					-	0	0	0.00	-
F01550	2020-F02	Xinjishu Yanzheng 6	2020 Mar 16	2020 Mar 16	2020 Mar 16	2020 Mar 16	-	XJS		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01552	2020-F03	Nusantara Dua	2020 Apr  9	2020 Apr  9	2020 Apr  9	2020 Apr  9	-	PSN		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01554	2020-F04	Starshine 4	2020 May 25	2020 May 25	2020 May 25	2020 May 25	-	Starshine		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01555	2020-F04	INTERNSAT	2020 May 25	2020 May 25	2020 May 25	2020 May 25	-	VOSAT		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01558	2020-F05	CE-SAT-I	2020 Jul  4	2020 Jul  4	2020 Jul  4	2020 Jul  4	-	Canon		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01559	2020-F05	Faraday-1	2020 Jul  4	2020 Jul  4	2020 Jul  4	2020 Jul  4	-	InSpace		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01560	2020-F05	Flock 4e-1	2020 Jul  4	2020 Jul  4	2020 Jul  4	2020 Jul  4	-	Flock-4	2	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01561	2020-F05	Flock 4e-2	2020 Jul  4	2020 Jul  4	2020 Jul  4	2020 Jul  4	-	Flock-4	2	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01562	2020-F05	Flock 4e-3	2020 Jul  4	2020 Jul  4	2020 Jul  4	2020 Jul  4	-	Flock-4	2	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01563	2020-F05	Flock 4e-4	2020 Jul  4	2020 Jul  4	2020 Jul  4	2020 Jul  4	-	Flock-4	2	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01564	2020-F05	Flock 4e-5	2020 Jul  4	2020 Jul  4	2020 Jul  4	2020 Jul  4	-	Flock-4	2	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01566	2020-F06	Jilin-1 Gaofen 02E	2020 Jul 10	2020 Jul 10	2020 Jul 10	2020 Jul 10	-	Jilin-1 GF		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01567	2020-F06	Xiangrikui 2	2020 Jul 10	2020 Jul 10	2020 Jul 10	2020 Jul 10	-	Centispace		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01569	2020-F07	Astra Test Payload	2020 Sep 12	2020 Sep 12	2020 Sep 12	2020 Sep 12	-	Astra Rocket		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01571	2020-F08	Jilin-1 Gaofen 02C	2020 Sep 12	2020 Sep 12	2020 Sep 12	2020 Sep 12	-	Jilin-1 GF		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01574	2020-U01	SEOSat-Ingenio	2020 Nov 17	2020 Nov 17	2020 Nov 17	2020 Nov 17	-	SEOSAT		-	-	CD	IMG	N	-	-	-	-					-	0	0	0.00	-
F01575	2020-U01	Taranis	2020 Nov 17	2020 Nov 17	2020 Nov 17	2020 Nov 17	-	Myriade		-	-	C	SCI	N	-	-	-	-					-	0	0	0.00	-
F01577	2020-F09	Astra Test Payload	2020 Dec 15	2020 Dec 15	2020 Dec 15	2020 Dec 15	-	Astra Rocket		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01579	2021-F01	Test Payload	2021 Feb  1	2021 Feb  1	2021 Feb  1	2021 Feb  1	-	SQ-1		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01582	2021-F02	BlackSky 8	2021 May 15	2021 May 15	2021 May 15	2021 May 15	-	BlackSky		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01583	2021-F02	BlackSky 9	2021 May 15	2021 May 15	2021 May 15	2021 May 15	-	BlackSky		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01585	2021-F03	Test satellite	2021 Jun 12	2021 Jun 12	2021 Jun 12	2021 Jun 12	-	Iran		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01589	2021-F05	Jilin-1	2021 Aug  3	2021 Aug  3	2021 Aug  3	2021 Aug  3	-	Jilin-1 MF		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01593	2021-F06	EOS-03	2021 Aug 12	2021 Aug 12	2021 Aug 12	2021 Aug 12 0023?	-	ISRO EOS		-	-	C	IMG	N	-	-	-	-					-	0	0	0.00	-
F01594	1986-F03	RADC-801	1986 Apr 18	1986 Apr 18	1986 Apr 18	1986 Apr 18 1745	-	STP1		-	-	D	TECH	N	-	-	-	-					-	0	0	0.00	-
F01596	2021-F07	STP-27AD1	2021 Aug 28	2021 Aug 28	2021 Aug 28	2021 Aug 28	-	STP2		-	-	D	TECH	N	-	-	-	-					-	0	0	0.00	-
F01599	2021-F08	BSS 1	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	Bench		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01600	2021-F08	QubiK 1	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	Libre		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01601	2021-F08	QubiK 2	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	Libre		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01602	2021-F08	Fossa 1B	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	Fossa		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01603	2021-F08	Fossa 2	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	Fossa		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01604	2021-F08	GENESIS N	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	AMEA		-	-	A	COM	N	-	-	-	-					-	0	0	0.00	-
F01605	2021-F08	GENESIS L	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	AMEA		-	-	A	COM	N	-	-	-	-					-	0	0	0.00	-
F01606	2021-F08	NPS-CENETIX-Orbital 1	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	NPS		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01607	2021-F08	Serenity	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	TIS		-	-	A	COM	N	-	-	-	-					-	0	0	0.00	-
F01608	2021-F08	Hiapo	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	UHI		-	-	A	SCI	N	-	-	-	-					-	0	0	0.00	-
F01609	2021-F08	Spinnaker-3	2021 Sep  3	2021 Sep  3	2021 Sep  3	2021 Sep  3	-	CP		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01612	2021-F09	Nuri Test Payload	2021 Oct 21	2021 Oct 21	2021 Oct 21	2021 Oct 21	-	Nuri		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01613	1986-F03	LORRI-II	1986 Apr 18	1986 Apr 18	1986 Apr 18	1986 Apr 18 1745	-	NRO Sig Tech		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01615	2021-F10	GeeSat-1A	2021 Dec 15	2021 Dec 15	2021 Dec 15	2021 Dec 15 0205?	-	GeeSpace		-	-	B	NAV	N	-	-	-	-					-	0	0	0.00	-
F01616	2021-F10	GeeSat-1B	2021 Dec 15	2021 Dec 15	2021 Dec 15	2021 Dec 15 0205?	-	GeeSpace		-	-	B	NAV	N	-	-	-	-					-	0	0	0.00	-
F01618	2021-F11	Test satellite	2021 Dec 30	2021 Dec 30	2021 Dec 30	2021 Dec 30	-	Iran		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01620	2022-F01	BAMA-1	2022 Feb 10	2022 Feb 10	2022 Feb 10	2022 Feb 10	-	BAMA		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01621	2022-F01	INCA	2022 Feb 10	2022 Feb 10	2022 Feb 10	2022 Feb 10	-	NMSU		-	-	A	SCI	N	-	-	-	-					-	0	0	0.00	-
F01622	2022-F01	QubeSat	2022 Feb 10	2022 Feb 10	2022 Feb 10	2022 Feb 10	-	UCB		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01623	2022-F01	R5-S1	2022 Feb 10	2022 Feb 10	2022 Feb 10	2022 Feb 10	-	JSC Cube		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01625	2022-F02	Jilin-1	2022 May 13	2022 May 13	2022 May 13	2022 May 13	-	Jilin-1 MF		-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01627	2022-F03	TROPICS 1	2022 Jun 12	2022 Jun 12	2022 Jun 12	2022 Jun 12	-	MIT Cube		-	-	A	SCI	N	-	-	-	-					-	0	0	0.00	-
F01628	2022-F03	TROPICS 2	2022 Jun 12	2022 Jun 12	2022 Jun 12	2022 Jun 12	-	MIT Cube		-	-	A	SCI	N	-	-	-	-					-	0	0	0.00	-
F01632	2022-F04	RAISE-3	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	JAXA Tech		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01633	2022-F04	QPS-SAR 3	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	QPS		P	M	B	IMG-R	N	-	-	-	-					-	0	0	0.00	-
F01634	2022-F04	QPS-SAR 3	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	QPS		P	M	B	IMG-R	N	-	-	-	-					-	0	0	0.00	-
F01638	2022-F04	MITSUBA	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	Kyutech		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01639	2022-F04	WASEDA-SAT-ZERO	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	Waseda		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01640	2022-F04	MAGNARO 1	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	Nagoya		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01641	2022-F04	MAGNARO 2	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	Nagoya		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01642	2022-F04	KOSEN-2	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	KOSEN		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01643	2022-F04	FSI-SAT	2022 Oct 12	2022 Oct 12	2022 Oct 12	2022 Oct 12	-	HSU		-	-	A	IMG	N	-	-	-	-					-	0	0	0.00	-
F01645	2022-F05	Zhixing 1B	2022 Dec 14	2022 Dec 14	2022 Dec 14	2022 Dec 14	-	Zhixing		-	-	B	IMG-R	N	-	-	-	-					-	0	0	0.00	-
F01646	2022-F05	Unknown payload 1	2022 Dec 14	2022 Dec 14	2022 Dec 14	2022 Dec 14	-	Unk CN		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01647	2022-F05	Unknown payload 2	2022 Dec 14	2022 Dec 14	2022 Dec 14	2022 Dec 14	-	Unk CN		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01648	2022-F05	Unknown payload 3	2022 Dec 14	2022 Dec 14	2022 Dec 14	2022 Dec 14	-	Unk CN		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01649	2022-F05	Unknown payload 4	2022 Dec 14	2022 Dec 14	2022 Dec 14	2022 Dec 14	-	Unk CN		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01650	2022-F05	Unknown payload 5	2022 Dec 14	2022 Dec 14	2022 Dec 14	2022 Dec 14	-	Unk CN		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
